,TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
7508,1,150739,12.0,3,22,1,15,15.0,12.67,9.68,13.0,26,126,10,31,72,5,15,31,S,1,14,43.0,U,H,195100.0,23,50606.0
7509,0,150732,,2,5,2,3,15.0,12.0,7.8,12.0,20,65,10,26,41,4,11,15,A,0,20,63.0,F,H,212500.0,20,50606.0
7510,1,150730,2.0,1,3,1,2,20.0,20.0,11.67,20.0,20,56,12,27,38,6,12,14,A,0,20,55.0,F,H,150200.0,41,50606.0
7511,1,149757,22.0,1,2,0,1,16.0,16.0,13.0,,26,42,10,28,29,4,4,11,A,0,7,,F,U,416700.0,13,0.0
7512,1,150776,8.0,5,21,2,9,10.0,9.4,6.62,7.5,18,129,14,35,74,6,16,31,S,1,9,55.0,F,U,114900.0,17,0.0
7513,0,7811,,4,25,3,12,25.0,21.5,20.96,22.0,23,128,22,43,113,6,17,34,A,0,8,,F,U,137200.0,30,0.0
7514,1,6587,20.0,3,14,2,8,20.0,16.0,13.57,17.0,22,92,17,38,83,7,18,28,A,1,5,75.0,F,H,166400.0,47,41642.0
7515,0,189906,,1,24,0,12,41.0,41.0,19.63,,18,129,13,29,82,6,6,29,A,1,6,,F,U,131000.0,38,42272.0
7516,1,150799,15.0,3,16,2,7,12.0,10.67,7.63,10.0,15,123,15,36,71,6,16,31,A,1,8,,M,U,130500.0,26,0.0
7517,0,150790,,2,18,2,10,10.0,15.0,20.94,15.0,25,92,10,30,58,5,15,24,A,1,8,66.0,F,H,128400.0,20,42272.0
7518,0,150822,,2,22,1,9,10.0,12.0,4.95,12.0,15,130,8,24,52,4,12,20,A,1,8,18.0,M,H,111700.0,18,38859.0
7519,0,150818,,2,19,1,8,20.0,20.0,18.16,20.0,23,113,13,35,69,6,17,26,A,1,8,,M,H,122600.0,29,38859.0
7520,0,150839,,2,2,1,1,15.0,10.0,10.0,5.0,19,31,10,23,21,4,9,8,A,0,12,55.0,F,H,368300.0,20,72914.0
7521,0,150832,,2,2,2,2,24.0,21.0,21.0,21.0,22,28,12,26,24,6,13,11,A,0,14,77.0,F,U,247600.0,38,72914.0
7522,0,150828,,3,3,2,2,12.0,10.67,10.67,11.0,17,21,13,21,19,6,10,8,N,0,12,35.0,M,H,267000.0,26,72914.0
7523,1,793,15.0,4,21,1,7,16.0,14.0,10.19,12.0,15,123,16,34,103,4,12,37,E,1,17,87.0,F,H,156800.0,26,41505.0
7524,1,150970,20.0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,8,18,16,3,7,6,N,0,6,51.0,F,U,185100.0,22,0.0
7525,1,151054,16.0,4,27,2,14,10.0,10.25,12.04,10.5,19,123,14,35,85,6,16,30,S,1,20,79.0,F,H,231100.0,33,72104.0
7526,0,151043,,1,6,1,5,25.0,25.0,24.17,25.0,20,85,13,32,59,6,15,23,A,0,17,,M,U,150400.0,22,0.0
7527,1,147600,5.0,3,9,2,4,10.0,6.0,5.22,7.5,16,66,15,34,50,6,15,20,A,0,3,,F,U,351400.0,8,0.0
7528,1,151175,22.0,1,17,0,12,22.0,22.0,12.12,,15,129,12,30,70,5,5,31,L,1,2,57.0,F,H,270700.0,16,53625.0
7529,1,151170,12.0,4,15,3,7,10.0,11.5,8.53,10.33,19,123,13,35,63,6,17,27,A,0,2,60.0,F,H,273800.0,28,53625.0
7530,0,151129,,1,1,1,1,15.0,15.0,15.0,15.0,20,20,8,15,13,3,6,5,F,0,6,33.0,M,H,274300.0,29,53625.0
7531,0,147347,,2,3,0,0,20.0,20.0,16.67,,18,28,13,27,25,6,6,11,A,0,13,40.0,F,U,239500.0,32,0.0
7532,1,151203,5.0,5,15,4,10,14.0,11.6,8.2,11.5,23,122,12,32,67,6,17,30,S,1,0,,U,H,213500.0,0,87122.0
7533,1,151195,10.0,3,8,3,6,25.0,12.0,8.25,12.0,24,56,7,23,35,4,12,15,A,1,0,87.0,F,U,390500.0,0,87122.0
7534,0,151207,,4,8,1,3,7.0,7.5,5.75,9.0,16,76,11,26,46,4,9,17,A,0,10,49.0,F,H,122700.0,0,0.0
7535,0,151251,,4,16,1,8,15.0,13.5,9.88,12.0,19,62,13,35,55,6,17,22,S,1,21,57.0,F,H,323300.0,0,0.0
7536,0,151335,,2,10,1,7,16.0,15.0,9.8,14.0,17,103,13,33,65,6,15,27,A,1,19,76.0,F,H,176500.0,20,55005.0
7537,0,151332,,1,7,0,3,16.0,16.0,12.57,,19,104,14,29,52,6,6,23,A,0,18,77.0,F,U,224900.0,36,0.0
7538,0,151307,,4,6,3,4,15.0,12.25,10.17,11.33,18,41,13,29,32,6,14,13,A,1,17,68.0,M,H,195500.0,37,55005.0
7539,1,12122,12.0,2,8,1,4,35.0,12.5,23.13,10.0,9,57,24,43,73,4,13,17,A,0,19,38.0,F,H,205100.0,33,55005.0
7540,0,151373,,6,19,2,8,7.0,7.33,6.26,8.0,15,93,12,33,66,6,17,26,A,1,12,,F,H,249400.0,38,63668.0
7541,0,151362,,8,15,7,10,10.0,11.0,9.73,10.29,22,53,13,35,47,6,17,19,A,1,19,43.0,M,H,189600.0,29,63668.0
7542,1,151452,10.0,3,25,1,15,20.0,16.67,10.6,10.0,18,123,12,34,78,6,17,33,S,1,7,49.0,F,U,229300.0,17,42637.0
7543,1,2781,20.0,1,2,1,2,15.0,15.0,9.0,15.0,17,17,16,20,18,6,8,7,F,0,6,52.0,F,H,243200.0,23,42637.0
7544,1,151455,20.0,2,3,2,3,20.0,18.0,15.33,18.0,23,40,12,31,34,6,16,15,A,0,10,,U,U,210500.0,0,0.0
7545,1,151484,14.0,6,17,5,14,9.0,7.67,7.76,7.4,18,126,11,32,71,5,15,32,S,1,2,35.0,M,H,254600.0,14,45271.0
7546,1,11459,7.0,7,27,5,19,5.0,5.0,5.26,5.0,17,130,14,33,88,6,17,34,S,1,40,,M,U,196700.0,44,0.0
7547,1,151513,15.0,4,13,2,6,10.0,9.0,6.92,10.0,22,93,12,27,55,6,13,21,A,1,2,75.0,F,H,234600.0,48,78203.0
7548,1,151504,21.0,3,3,3,3,15.0,12.33,12.33,12.33,24,34,9,26,27,4,12,11,A,0,12,53.0,M,H,266600.0,33,78203.0
7549,1,151518,15.0,2,4,1,1,15.0,15.0,12.5,15.0,20,43,12,32,36,6,15,15,A,0,40,53.0,F,H,245700.0,42,0.0
7550,0,151530,,1,1,1,1,20.0,20.0,20.0,20.0,24,24,8,19,16,3,7,6,N,0,21,,U,U,139500.0,32,0.0
7551,0,153185,,1,12,1,5,13.0,13.0,9.92,13.0,21,105,11,29,57,5,13,25,A,0,29,86.0,M,H,147000.0,43,49514.0
7552,1,151547,5.0,0,1,0,0,15.0,0.0,15.0,,23,23,9,9,14,3,3,5,N,0,8,65.0,M,H,146300.0,41,49514.0
7553,0,6971,,2,27,0,13,35.0,30.0,15.43,,20,103,16,38,93,8,8,34,A,1,0,81.0,M,H,147000.0,0,49514.0
7554,1,151653,10.0,5,20,3,16,10.0,8.2,6.35,8.67,19,125,13,34,76,6,17,33,S,1,8,73.0,U,U,145500.0,34,0.0
7555,1,151629,15.0,4,8,3,4,15.0,13.0,9.5,12.33,19,57,13,31,45,6,15,18,A,1,8,61.0,F,U,158600.0,37,0.0
7556,0,151614,,2,2,0,0,16.0,10.5,10.5,,18,32,10,25,23,4,4,9,A,0,19,34.0,F,H,139900.0,29,40276.0
7557,1,151600,21.0,1,1,1,1,15.0,15.0,15.0,15.0,26,26,7,15,12,3,8,7,N,0,19,31.0,M,H,156000.0,41,40276.0
7558,1,153967,5.0,3,20,1,14,5.0,5.0,5.15,5.0,18,119,12,29,73,5,12,30,S,1,21,,F,U,131600.0,18,0.0
7559,1,151679,23.0,1,2,0,0,22.0,22.0,21.0,,16,40,12,29,31,6,6,13,A,0,21,57.0,F,H,147800.0,30,37530.0
7560,1,151702,15.0,2,7,2,6,15.0,15.0,11.57,15.0,23,65,13,35,54,6,17,21,A,1,34,54.0,F,H,214500.0,46,83961.0
7561,1,151695,35.0,1,1,1,1,25.0,25.0,25.0,25.0,18,18,10,15,12,4,6,5,F,0,35,,M,H,249800.0,42,83961.0
7562,0,151738,,4,9,2,4,50.0,31.25,19.22,25.0,19,104,9,25,43,4,12,17,A,0,17,,M,H,189600.0,33,55293.0
7563,1,151730,5.0,6,11,5,7,5.0,5.0,5.0,5.0,15,65,12,32,49,6,16,20,A,1,5,,F,U,152200.0,48,0.0
7564,1,152151,42.0,2,7,0,2,42.0,41.0,23.86,,18,75,13,35,57,6,6,22,A,0,21,,M,U,144700.0,46,0.0
7565,0,151768,,4,19,3,9,12.0,8.25,5.89,9.0,22,75,13,34,58,5,15,23,A,1,20,50.0,F,H,161700.0,33,52584.0
7566,1,151766,4.0,6,12,4,6,3.0,4.0,4.0,4.0,16,64,9,22,34,4,10,14,A,1,20,71.0,F,H,166300.0,41,52584.0
7567,1,151806,4.0,6,26,2,13,3.0,4.5,4.5,5.0,15,124,11,27,68,5,14,30,S,1,16,72.0,M,U,142000.0,31,45667.0
7568,1,151788,10.0,4,5,3,3,11.0,11.25,10.2,11.0,17,24,14,23,24,6,11,9,N,1,8,64.0,F,H,140700.0,32,45667.0
7569,0,151812,,8,12,4,5,10.0,7.38,6.58,7.25,18,40,12,31,33,6,16,15,S,1,10,,M,U,110200.0,22,0.0
7570,1,151828,10.0,2,9,1,5,20.0,15.0,9.67,10.0,18,77,13,33,53,6,15,22,A,0,10,70.0,M,H,95600.0,26,31712.0
7571,1,151819,6.0,7,10,3,3,7.0,6.71,5.7,6.33,18,52,8,26,28,4,13,12,S,1,10,51.0,M,H,117000.0,11,31712.0
7572,0,151816,,2,2,0,0,20.0,12.5,12.5,,25,30,9,22,21,4,4,8,A,0,10,54.0,F,H,103400.0,21,31712.0
7573,1,152133,5.0,3,3,2,2,25.0,21.67,21.67,22.5,16,32,17,33,33,6,13,11,A,0,21,,F,U,118500.0,32,0.0
7574,0,151881,,2,12,1,8,10.0,15.0,10.83,10.0,18,128,12,32,74,5,14,29,E,1,12,59.0,F,H,162300.0,39,48095.0
7575,0,153551,,1,2,0,1,25.0,25.0,22.5,,25,41,12,22,22,5,5,10,A,0,0,,M,U,176100.0,0,51707.0
7576,0,151871,,3,20,2,8,25.0,20.0,8.85,25.0,19,68,13,34,58,6,16,22,S,1,20,47.0,F,U,176100.0,36,51707.0
7577,1,151904,15.0,2,6,2,5,15.0,15.0,10.83,15.0,21,69,11,28,50,5,13,19,A,0,28,81.0,M,H,108800.0,47,38438.0
7578,1,151902,10.0,5,7,4,4,10.0,7.6,7.29,8.0,15,33,14,30,28,6,13,11,A,1,28,47.0,M,H,108800.0,47,38438.0
7579,1,151907,6.0,4,5,4,4,7.0,5.25,5.4,5.25,16,28,14,26,25,6,12,10,A,1,22,38.0,F,H,347700.0,22,67966.0
7580,1,152010,5.0,6,13,3,8,5.0,5.0,3.46,5.0,16,122,13,32,55,6,14,24,A,1,13,76.0,M,H,354000.0,37,87416.0
7581,1,151995,25.0,2,5,2,4,32.0,29.5,22.8,29.5,25,57,13,34,48,6,17,20,A,0,11,74.0,F,H,188100.0,36,87416.0
7582,1,151986,15.0,2,3,1,1,15.0,11.0,9.0,7.0,15,40,8,23,27,2,8,9,E,0,13,76.0,F,H,259800.0,47,87416.0
7583,0,152029,,1,7,0,2,20.0,20.0,11.57,,17,113,13,26,55,6,6,22,A,0,13,72.0,M,H,325200.0,52,112355.0
7584,1,152054,25.0,2,6,0,2,12.0,18.5,11.83,,15,75,13,30,48,6,6,18,A,0,12,73.0,F,H,229700.0,32,64192.0
7585,1,152053,25.0,3,15,2,6,10.0,20.0,12.53,17.5,18,65,13,32,57,6,17,24,S,1,14,44.0,F,H,307100.0,29,64192.0
7586,1,152036,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,11,16,14,4,6,5,F,0,13,,F,U,294700.0,35,0.0
7587,1,151891,15.0,5,9,2,4,15.0,9.6,11.44,13.0,16,57,16,31,43,6,13,15,A,1,17,,F,U,275000.0,35,0.0
7588,1,152119,10.0,4,14,2,8,5.0,5.5,5.36,6.0,18,114,10,25,59,4,10,25,S,1,13,79.0,F,H,195800.0,38,41929.0
7589,1,152118,4.0,8,41,6,21,5.0,4.25,3.0,4.0,16,130,11,30,77,5,15,32,S,1,20,75.0,F,H,164400.0,34,41929.0
7590,1,152094,10.0,5,7,4,6,10.0,7.8,7.0,7.25,16,45,12,33,39,6,16,16,S,1,18,45.0,F,H,154600.0,33,41929.0
7591,1,152092,5.0,6,7,4,4,5.0,3.83,3.71,3.75,17,41,12,31,31,6,15,14,A,0,31,65.0,F,U,123200.0,29,41929.0
7592,0,152075,,1,5,0,1,50.0,50.0,19.2,,18,75,13,30,46,6,6,20,A,0,21,31.0,M,H,138800.0,31,41929.0
7593,1,152169,5.0,2,20,1,8,20.0,17.5,10.6,20.0,22,130,13,34,75,6,16,31,A,0,18,78.0,F,H,197600.0,41,45864.0
7594,1,152149,10.0,4,10,1,3,7.0,6.75,6.2,7.0,18,69,13,33,53,6,15,20,A,0,20,59.0,M,H,153800.0,35,45864.0
7595,0,152132,,6,8,4,4,12.0,11.67,10.38,11.0,20,35,12,29,30,6,15,13,A,1,31,,F,U,109800.0,32,0.0
7596,0,152126,,2,3,2,2,6.0,13.5,11.0,13.5,18,23,14,26,24,6,12,10,N,0,31,,U,U,109800.0,32,0.0
7597,1,9287,8.0,6,25,3,12,10.0,8.67,7.2,8.0,18,89,14,34,72,6,17,26,S,1,18,58.0,M,H,143200.0,38,45864.0
7598,0,152219,,2,16,0,6,10.0,10.0,11.06,,18,87,13,32,62,6,6,24,S,1,26,,F,U,147600.0,28,0.0
7599,0,151982,,2,3,2,3,15.0,9.0,12.67,9.0,21,29,12,25,24,6,13,11,A,0,15,35.0,F,H,290000.0,30,79477.0
7600,1,187142,24.0,2,17,1,8,25.0,18.0,18.06,19.0,7,162,16,36,81,7,17,31,S,1,30,84.0,M,H,127700.0,15,42334.0
7601,0,152287,,3,10,2,6,13.0,19.67,12.2,24.0,20,56,12,33,50,5,15,20,A,0,24,,F,H,298100.0,50,54860.0
7602,0,152286,,5,12,4,6,20.0,18.2,15.25,17.75,21,45,13,32,41,6,17,17,S,1,25,41.0,F,U,190500.0,37,0.0
7603,1,152283,10.0,2,3,0,1,15.0,12.5,10.0,,19,44,10,26,31,4,4,11,A,0,29,61.0,F,U,281300.0,56,0.0
7604,0,152281,,1,2,0,1,25.0,25.0,15.0,,26,44,10,26,30,5,5,12,A,0,18,37.0,M,H,222400.0,29,54860.0
7605,1,152325,25.0,1,1,1,1,25.0,25.0,25.0,25.0,22,22,10,16,14,4,7,6,N,0,18,51.0,M,H,172800.0,30,51240.0
7606,1,7494,6.0,5,25,2,12,7.0,5.8,5.24,6.0,21,119,12,30,79,5,13,32,S,1,26,74.0,F,H,150000.0,35,51240.0
7607,1,154931,10.0,5,6,2,3,10.0,8.6,8.0,10.0,19,41,14,34,37,6,15,14,A,0,28,,F,U,180900.0,37,0.0
7608,1,152376,10.0,1,9,1,4,20.0,20.0,9.44,20.0,24,112,12,32,66,6,15,27,A,0,19,,F,U,295900.0,35,54152.0
7609,1,152380,30.0,3,10,0,5,35.0,31.67,22.2,,19,125,13,35,71,6,6,31,S,1,40,82.0,M,H,232500.0,33,54152.0
7610,0,146750,,1,9,0,4,15.0,15.0,12.11,,18,111,11,24,60,4,4,25,A,0,33,,F,U,171200.0,56,54152.0
7611,0,152417,,2,15,0,8,30.0,25.0,10.73,,18,128,13,34,72,6,6,32,A,0,14,39.0,F,H,216900.0,36,0.0
7612,1,152418,12.0,4,16,2,10,13.0,12.75,11.63,13.0,16,125,15,36,70,6,16,29,S,1,46,66.0,M,U,163700.0,36,51860.0
7613,1,152470,45.0,2,11,2,8,35.0,40.0,23.73,40.0,22,130,13,34,76,6,17,30,A,0,13,,F,U,572500.0,31,0.0
7614,0,152468,,2,10,2,6,12.0,21.0,17.5,21.0,23,112,11,29,65,5,14,27,A,1,13,73.0,F,H,388500.0,22,95837.0
7615,0,152461,,2,10,1,5,10.0,15.0,13.8,10.0,24,89,10,28,56,5,13,22,A,1,13,81.0,M,H,542700.0,39,95837.0
7616,1,4017,15.0,1,13,0,5,15.0,15.0,9.92,,18,85,13,30,64,4,4,23,A,1,13,65.0,F,H,572500.0,31,95837.0
7617,1,43104,9.0,4,22,2,13,10.0,7.5,5.84,8.0,17,130,14,36,78,6,17,33,S,1,23,40.0,F,U,500000.0,34,95837.0
7618,1,186448,10.0,6,33,3,13,10.0,5.5,5.61,5.0,6,78,24,42,73,6,15,24,S,1,13,,M,U,572500.0,31,0.0
7619,0,191316,,4,6,1,2,20.0,18.5,16.0,20.0,18,53,15,34,45,6,14,17,A,0,0,72.0,F,U,381300.0,21,95837.0
7620,1,152509,20.0,1,14,1,8,20.0,20.0,13.21,20.0,19,126,11,23,58,4,9,20,A,1,18,,F,H,172500.0,34,55139.0
7621,0,152505,,2,11,0,6,15.0,14.5,9.0,,26,113,11,32,64,5,5,27,A,1,16,58.0,F,H,174400.0,37,55139.0
7622,1,152494,5.0,7,18,6,11,10.0,19.29,15.56,19.17,18,69,13,34,61,6,17,24,S,1,12,75.0,M,H,227800.0,41,55139.0
7623,0,152487,,2,3,1,1,15.0,15.0,13.33,15.0,19,44,10,27,34,4,11,12,A,0,12,73.0,M,H,186500.0,25,55139.0
7624,1,152486,5.0,6,8,5,6,7.0,6.0,5.5,5.8,15,42,10,29,32,5,14,13,A,1,16,73.0,M,U,153800.0,39,55139.0
7625,1,116539,19.0,4,21,3,10,19.0,19.25,13.43,19.0,20,122,13,34,80,6,17,34,A,1,36,67.0,F,U,160600.0,27,0.0
7626,1,152528,20.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,28,55.0,F,H,160600.0,42,0.0
7627,0,152545,,5,7,3,3,5.0,41.6,41.86,36.67,15,36,17,38,39,6,16,14,A,0,33,70.0,M,H,0.0,48,37610.0
7628,0,152537,,1,1,1,1,25.0,25.0,25.0,25.0,24,24,11,21,19,4,8,7,N,0,25,,M,U,173600.0,33,0.0
7629,1,152527,23.0,1,1,1,1,23.0,23.0,23.0,23.0,17,17,11,16,14,5,7,6,F,0,27,52.0,F,H,185400.0,31,37610.0
7630,0,180514,,2,8,1,4,15.0,13.0,8.75,11.0,25,77,12,33,50,6,16,21,A,1,38,,F,U,167900.0,34,0.0
7631,0,152587,,5,10,2,4,15.0,13.4,10.5,14.0,18,66,13,35,57,6,17,22,A,0,39,,M,U,134400.0,4,0.0
7632,1,152621,10.0,2,13,1,9,10.0,10.0,7.62,10.0,16,104,8,27,62,4,13,24,S,1,24,79.0,M,H,244900.0,37,60513.0
7633,0,152617,,1,6,0,2,15.0,15.0,10.83,,26,79,10,26,49,5,5,19,A,0,20,57.0,M,U,215500.0,40,0.0
7634,0,151983,,3,3,2,2,15.0,15.0,15.0,15.0,17,29,12,25,23,6,13,11,A,1,11,77.0,M,H,157300.0,24,60513.0
7635,1,38165,14.0,3,11,0,5,10.0,14.0,10.36,,15,76,13,34,57,6,6,23,A,1,6,51.0,F,H,198500.0,16,60513.0
7636,0,152670,,1,12,1,6,10.0,16.0,8.83,16.0,18,80,13,31,60,6,14,22,S,1,20,,U,U,184100.0,39,0.0
7637,1,152657,15.0,1,8,1,4,12.0,12.0,11.63,12.0,16,51,14,35,44,6,16,19,A,1,20,47.0,F,U,184100.0,39,0.0
7638,1,152641,50.0,1,1,1,1,30.0,30.0,30.0,30.0,24,24,10,20,19,5,9,8,N,0,21,,F,U,153800.0,25,0.0
7639,0,152741,,1,9,0,4,25.0,25.0,10.78,,15,100,10,26,60,3,3,22,E,0,18,51.0,M,H,160100.0,36,77367.0
7640,1,152737,7.0,9,17,6,10,8.0,6.78,8.94,7.0,16,87,13,30,62,6,16,26,S,1,12,,M,H,231200.0,31,77367.0
7641,1,136768,2.0,2,12,1,6,10.0,7.5,6.33,5.0,19,57,13,33,49,6,15,20,S,1,12,44.0,F,H,231200.0,31,77367.0
7642,1,132347,20.0,3,3,3,3,20.0,14.0,14.0,14.0,17,33,13,31,30,6,15,13,A,0,24,,M,U,387400.0,30,0.0
7643,0,152784,,5,15,4,10,21.0,19.6,14.0,20.0,21,128,12,33,68,6,17,31,S,1,40,43.0,U,H,164500.0,31,65342.0
7644,0,152783,,2,11,2,10,16.0,11.5,6.45,11.5,24,128,12,30,65,6,14,28,A,1,35,,F,U,221000.0,42,0.0
7645,0,152781,,2,10,2,8,25.0,22.5,10.8,22.5,17,119,13,34,59,6,16,24,A,1,38,,M,U,166700.0,32,0.0
7646,0,152796,,3,8,3,5,25.0,23.33,17.88,23.33,16,90,14,35,57,6,17,25,A,0,12,,M,H,500000.0,32,200001.0
7647,1,152847,37.0,5,21,2,9,22.0,18.4,14.81,19.0,19,97,13,35,71,6,17,28,A,1,13,77.0,M,H,279900.0,51,50607.0
7648,1,152822,20.0,1,3,1,3,15.0,15.0,10.0,15.0,19,43,10,27,31,4,11,12,A,0,17,31.0,F,H,171400.0,30,50607.0
7649,1,152821,11.0,4,5,3,4,5.0,6.5,5.8,6.67,15,41,13,30,31,6,15,14,A,1,20,43.0,F,H,163300.0,33,50607.0
7650,1,152816,35.0,2,3,0,0,20.0,17.5,15.0,,25,31,11,27,25,6,6,12,A,0,20,65.0,F,H,199000.0,31,50607.0
7651,0,152898,,3,6,1,3,11.0,10.33,7.67,11.0,17,69,12,30,44,6,13,16,A,0,18,41.0,F,H,151700.0,34,58060.0
7652,0,154427,,2,3,2,2,16.0,12.5,13.67,12.5,19,29,12,26,26,6,13,11,A,0,23,,F,H,226900.0,38,93752.0
7653,1,153001,5.0,6,20,4,9,5.0,5.33,6.3,5.5,16,96,15,36,76,6,17,30,S,1,20,45.0,M,H,196000.0,30,48772.0
7654,1,152990,20.0,4,10,3,6,15.0,12.5,10.0,11.67,22,93,12,33,62,6,17,25,A,1,27,36.0,F,U,177500.0,30,0.0
7655,0,152994,,3,16,3,8,11.0,10.33,7.44,10.33,16,123,13,34,71,5,15,30,A,1,27,68.0,F,H,192500.0,40,48772.0
7656,0,152986,,2,7,0,1,27.0,26.0,19.57,,18,80,13,34,58,6,6,23,A,0,24,77.0,F,H,237500.0,38,48772.0
7657,0,152964,,2,2,1,1,19.0,17.0,17.0,15.0,18,29,10,23,21,4,10,9,A,0,24,45.0,F,H,237500.0,38,48772.0
7658,1,152961,8.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,8,18,16,3,7,6,N,0,24,63.0,F,H,237500.0,38,48772.0
7659,0,152957,,1,1,1,1,15.0,15.0,15.0,15.0,19,19,10,15,12,4,6,5,F,0,28,66.0,M,H,158500.0,40,48772.0
7660,0,152590,,1,1,0,0,20.0,20.0,20.0,,15,15,8,10,10,3,3,4,E,0,24,,M,U,177500.0,28,48772.0
7661,0,1480,,4,10,1,3,35.0,33.75,33.0,35.0,7,57,20,39,69,9,19,28,A,1,9,,F,U,150700.0,22,48772.0
7662,1,153026,10.0,3,14,2,11,11.0,10.67,6.21,10.5,18,103,13,31,62,6,15,27,S,1,31,71.0,F,H,162500.0,36,48361.0
7663,0,153010,,2,3,1,2,10.0,7.5,8.33,10.0,18,26,12,24,20,6,11,9,N,0,31,75.0,F,H,162500.0,36,48361.0
7664,1,132097,13.0,4,8,3,5,10.0,14.25,12.38,15.67,19,56,8,29,43,4,15,18,A,0,36,59.0,F,H,198800.0,46,48361.0
7665,1,190859,10.0,10,35,8,17,10.0,9.4,8.71,9.38,4,125,20,41,86,10,21,36,S,1,31,81.0,F,U,228800.0,26,0.0
7666,0,153044,,1,1,1,1,25.0,25.0,25.0,25.0,16,16,12,16,13,5,7,6,F,0,21,,M,U,205000.0,0,0.0
7667,1,153053,16.0,1,4,1,4,16.0,16.0,9.75,16.0,21,57,5,20,37,2,8,12,A,0,4,,F,U,275000.0,45,40149.0
7668,0,153067,,2,2,1,1,20.0,11.5,11.5,3.0,18,31,10,16,13,4,6,5,A,0,10,83.0,F,H,102500.0,35,26049.0
7669,1,185353,3.0,9,28,5,14,3.0,3.22,3.04,3.4,13,105,17,36,66,8,19,29,S,1,10,79.0,F,H,106300.0,32,26049.0
7670,0,153081,,6,6,5,5,14.0,11.83,11.83,11.2,16,33,15,32,31,6,15,13,S,1,2,74.0,M,H,408500.0,24,61741.0
7671,0,153117,,3,6,2,4,15.0,15.0,11.33,15.0,18,65,12,32,46,6,16,19,A,0,9,39.0,F,H,157600.0,37,32704.0
7672,0,153116,,3,4,2,3,15.0,10.0,8.75,7.5,20,45,11,27,33,5,12,13,A,1,3,,M,U,213100.0,30,0.0
7673,0,153105,,1,1,1,1,15.0,15.0,15.0,15.0,16,16,12,17,14,4,6,5,F,0,7,25.0,M,H,172700.0,27,32704.0
7674,0,153157,,4,20,1,8,10.0,13.0,6.85,10.0,19,88,16,38,68,6,17,26,S,1,5,,F,H,122500.0,41,25014.0
7675,0,153131,,1,1,1,1,23.0,23.0,23.0,23.0,16,16,14,19,16,5,7,6,F,0,10,,M,U,93400.0,26,0.0
7676,0,153129,,1,1,1,1,15.0,15.0,15.0,15.0,16,16,10,15,13,4,6,5,F,0,10,42.0,M,H,110100.0,18,25014.0
7677,1,153213,5.0,3,14,2,10,18.0,14.0,13.14,12.0,26,112,12,34,60,5,16,25,A,1,2,,F,H,297700.0,32,56402.0
7678,1,186251,17.0,2,15,2,12,15.0,16.0,13.07,16.0,9,103,21,41,80,7,17,30,A,1,2,87.0,F,H,383600.0,47,56402.0
7679,0,3063,,3,13,2,4,10.0,12.33,9.46,12.0,5,92,32,50,62,7,17,22,A,1,18,80.0,M,H,452600.0,42,59553.0
7680,0,153261,,6,25,5,17,5.0,5.33,5.04,5.0,17,105,11,28,68,5,15,28,S,1,11,63.0,F,H,332400.0,22,59553.0
7681,0,153239,,3,3,2,2,20.0,20.0,20.0,20.0,16,32,13,28,26,6,13,11,A,0,3,43.0,M,H,270600.0,30,59553.0
7682,0,113564,,2,13,2,8,16.0,15.5,9.92,15.5,20,113,13,28,67,6,14,26,S,1,25,48.0,M,H,325800.0,12,59553.0
7683,0,153309,,3,12,1,8,10.0,7.0,5.33,10.0,18,126,13,30,65,6,13,27,S,1,17,79.0,F,H,192200.0,37,50777.0
7684,1,153301,15.0,3,19,1,8,16.0,15.33,8.58,16.0,17,105,14,33,73,6,15,27,S,1,9,,M,U,343800.0,45,50777.0
7685,1,153319,35.0,1,1,1,1,20.0,20.0,20.0,20.0,20,20,10,17,16,4,7,6,F,0,3,51.0,F,H,151000.0,33,47281.0
7686,1,153353,27.0,3,5,2,3,30.0,25.0,18.2,22.5,18,52,13,33,41,6,15,17,A,0,10,70.0,F,U,88500.0,8,0.0
7687,0,153380,,2,11,1,4,25.0,22.5,15.36,20.0,23,67,13,34,56,6,17,23,A,1,8,55.0,M,H,101900.0,28,47662.0
7688,0,153378,,3,6,1,3,6.0,11.67,9.5,13.0,18,57,12,27,41,6,13,16,A,0,6,57.0,M,H,126700.0,38,47662.0
7689,1,151846,10.0,3,4,2,2,9.0,5.67,5.75,4.0,15,21,14,21,19,5,8,7,N,0,12,,M,U,123400.0,39,0.0
7690,1,153427,10.0,3,10,2,4,15.0,12.67,12.8,11.5,18,113,13,33,64,6,15,25,A,0,7,71.0,F,H,185500.0,13,38563.0
